doi,n_records_merged,source_dbs,chosen_db,chosen_record_id,year,title_first50
10.1002/bmc.70167,1,Scopus,Scopus,Scopus:2-s2.0-105010583541,2025,"Simultaneous Determination of Epimedin A1, Epimedi"
10.1002/bmc.70175,1,Scopus,Scopus,Scopus:2-s2.0-105011354460,2025,Study on the Mechanism of Lonicerae japonicae Caul
10.1002/bmc.70216,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-105015547983,2025,Application of Proteomics in the Study of Toxicolo
10.1002/bmc.70261,1,Scopus,Scopus,Scopus:2-s2.0-105021814543,2025,Unraveling the Mechanisms of Modified Si Miao San 
10.1002/bmc.729,1,Scopus,Scopus,Scopus:2-s2.0-33846533093,2007,Pharmacokinetic study of free-form sinomenine in r
10.1002/bmc.808,1,Scopus,Scopus,Scopus:2-s2.0-34447548554,2007,Simultaneous determination and pharmacokinetic stu
10.1002/bmc.873,1,Scopus,Scopus,Scopus:2-s2.0-36749006116,2007,Determination and pharmacokinetic comparison of rh
10.1002/bmc.941,1,Scopus,Scopus,Scopus:2-s2.0-42549167529,2008,Microbial metabolism of loganin by intestinal bact
10.1002/cam4.3434,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000569221700001,2020,The clinical value and potential molecular mechani
10.1002/cam4.6499,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001059926600001,2023,"Perception, attitudes, knowledge of using compleme"
10.1002/cbdv.202000122,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85084500524,2020,Active Ingredients and Anti-Arthritic Mechanisms o
10.1002/cbdv.202000619,1,Scopus,Scopus,Scopus:2-s2.0-85096811309,2020,Functional Food XingJiuTang Attenuates Alcohol-Ind
10.1002/cbdv.202100222,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000664193100001,2021,Yinzhihuang Oral Liquid Ameliorates Hyperbilirubin
10.1002/cbdv.202100388,1,Scopus,Scopus,Scopus:2-s2.0-85114374349,2021,Two New Alkaloids from Fuzi and Their Metabolites 
10.1002/cbdv.202200574,1,Scopus,Scopus,Scopus:2-s2.0-85143625120,2023,Development of an LC/MS/MS Method for Simultaneous
10.1002/cbdv.202200916,1,Scopus,Scopus,Scopus:2-s2.0-85143616079,2023,Revealing the Active Constituents and Mechanisms o
10.1002/cbdv.202201054,1,Scopus,Scopus,Scopus:2-s2.0-85148885684,2023,Establishment of Male and Female Eucommia Fingerpr
10.1002/cbdv.202300778,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001057868500001,2023,A Comparative GC/MS Analysis of Citrus Essential O
10.1002/cbdv.202402762,1,WoS,WoS,WoS:WOS:001421956200001,2025,A Review of Bavachinin and Its Derivatives as Mult
10.1002/cbdv.202500760,1,Scopus,Scopus,Scopus:2-s2.0-105006490471,2025,Herbal Bioenhancers in Pharmaceutical Drug Deliver
10.1002/chir.20650,1,Scopus,Scopus,Scopus:2-s2.0-70349545874,2009,Enantioselective determination of mexiletine and i
10.1002/cjoc.202400739,2,Scopus;WoS,WoS,WoS:WOS:001303997900001,2024,"Hyperkouytones A-O, New Polyprenylated Acylphlorog"
10.1002/cmdc.201900512,1,Scopus,Scopus,Scopus:2-s2.0-85075736863,2020,Hypocrellin Derivative-Loaded Calcium Phosphate Na
10.1002/cncr.24723,1,Scopus,Scopus,Scopus:2-s2.0-75649125625,2010,"A randomized, controlled, double-blind, pilot stud"
10.1002/cncr.29796,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000369999600015,2016,Potential risks associated with traditional herbal
10.1002/cncy.21846,1,OpenAlex,OpenAlex,OpenAlex:W2601936614,2017,A scientific skirmish over supplements
10.1002/cpt.1131,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000442734000011,2018,"""...Not Intended to Diagnose, Treat, Cure or Preve"
10.1002/cpt.1132,2,Scopus;WoS,WoS,WoS:WOS:000442734000009,2018,A Tiered Approach for the Evaluation of the Safety
10.1002/cpt.1509,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85068340419,2019,Herbal Remedies: Throwing Off Phenotype Prediction
10.1002/cpt.2107,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85099501009,2021,Assessing Transporter-Mediated Natural Product-Dru
10.1002/cpt.2338,1,Scopus,Scopus,Scopus:2-s2.0-85110510601,2021,Medication Errors During Treatment with New Oral A
10.1002/cpt.784,1,Scopus,Scopus,Scopus:2-s2.0-85043458333,2018,Poly-pharmacokinetic Study of a Multicomponent Her
10.1002/ddr.20344,1,Scopus,Scopus,Scopus:2-s2.0-76749157867,2010,"Artemisinin antimalarials: Preserving the ""magic b"
10.1002/ddr.21661,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000521804600001,2020,β-Glucuronidase- and OATP2B1-mediated drug interac
10.1002/fft2.110,3,OpenAlex;Scopus;WoS,WoS,WoS:WOS:000896018700006,2021,"A review on phytochemicals, pharmacological activi"
10.1002/fft2.181,2,Scopus;WoS,WoS,WoS:WOS:000888458400001,2023,Role of Moringa oleifera Lam. in cancer: Phytochem
10.1002/fsn3.3964,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001158404000001,2024,Study of active components and mechanisms mediatin
10.1002/fsn3.71296,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001632444300001,2025,Integrative Toxicology Profiling of Thuja sutchuen
10.1002/fsn3.789,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000456707000005,2019,Potential inhibition of major human cytochrome P45
10.1002/gps.2227,1,Scopus,Scopus,Scopus:2-s2.0-70350738645,2009,Utilization of herbal and nutritional compounds am
10.1002/hup.994,1,Scopus,Scopus,Scopus:2-s2.0-60549099731,2009,St. John's wort and Kava in treating major depress
10.1002/ijc.20880,1,Scopus,Scopus,Scopus:2-s2.0-23244463302,2005,Potential anticancer activity of tanshinone IIA ag
10.1002/ijc.32568,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85078369344,2020,P-glycoprotein (MDR1/ABCB1) controls brain accumul
10.1002/j.0022-0337.2013.77.12.tb05639.x,1,OpenAlex,OpenAlex,OpenAlex:W2194430852,2013,Complementary and Alternative Medicine in Predocto
10.1002/j.1875-9114.2012.01018.x,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84864582360,2012,Probable interaction between Lycium barbarum (Goji
10.1002/j.2055-2335.2010.tb00563.x,1,Scopus,Scopus,Scopus:2-s2.0-78751551082,2010,Factors influencing concomitant use of complementa
10.1002/j.2055-2335.2011.tb00101.x,1,Scopus,Scopus,Scopus:2-s2.0-84863400651,2011,Complementary and alternative medicines use in pat
10.1002/jat.3106,2,OpenAlex;Scopus,Scopus,Scopus:2-s2.0-84942500601,2015,Cytotoxicity of luteolin in primary rat hepatocyte
10.1002/jat.3896,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85070838150,2019,"Catalpol protects against 2,3,7,8-tetrachlorodiben"
10.1002/jat.4474,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000979215000001,2023,Inhibitory interaction of flavonoids with organic 
10.1002/jat.4480,1,WoS,WoS,WoS:WOS:000985081200001,2023,CDCT-induced nephrotoxicity in rat by apoptosis vi
10.1002/jat.4557,2,Scopus;WoS,WoS,WoS:WOS:001088035600001,2024,Protection of schisantherin A against dictamnine-i
10.1002/jat.4628,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:001225575100001,2024,Inhibitory effect of flavonoids on multidrug and t
10.1002/jbt.21884,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000401255700006,2017,Mulberroside A suppresses PXR-mediated transactiva
10.1002/jbt.22251,1,Scopus,Scopus,Scopus:2-s2.0-85055932877,2019,Mechanism-based inactivation of cytochrome P450 2D
10.1002/jbt.22869,1,PubMed,PubMed,PubMed:34339076,2021,Polydatin gold nanoparticles potentiate antitumor 
10.1002/jbt.23549,1,WoS,WoS,WoS:WOS:001075462800001,2024,Glycyrrhizin protects against diosbulbin B-induced
10.1002/jbt.70186,1,PubMed,PubMed,PubMed:40165507,2025,Polyphyllin VII Enhances the Antitumor Activity of
10.1002/jcb.22276,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-70349251216,2009,Effects of evodiamine and rutaecarpine on the secr
10.1002/jcb.26422,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000423396200014,2018,Structural insights into impact of Y134F mutation 
10.1002/jcla.20098,1,Scopus,Scopus,Scopus:2-s2.0-33645512861,2006,St. John's wort does not interfere with therapeuti
10.1002/jcla.21504,1,Scopus,Scopus,Scopus:2-s2.0-84864020655,2012,The New LOCI Digoxin Assay on the Vista 1500 Analy
10.1002/jcla.23859,1,Scopus,Scopus,Scopus:2-s2.0-85109736196,2021,Ameliorative effect and mechanism of Yi-Suan-Cha a
10.1002/jcla.24793,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000892017600001,2022,Effects of bicyclol on hepatic sinusoidal obstruct
10.1002/jcp.29756,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000535487200001,2020,Effect of Rooibos (Aspalathus linearis) extract on
10.1002/jcph.209,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84895746930,2014,Absence of an effect of t89 on the steady-state ph
10.1002/jcph.414,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000352139500013,2015,Effect of Dehusked Garcinia kola Seeds on the Over
10.1002/jcph.430,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84924416006,2015,Pomelo enhances cyclosporine bioavailability in he
10.1002/jcph.6112,1,Scopus,Scopus,Scopus:2-s2.0-85201085157,2024,Tracing the Evolution: A Comprehensive Bibliometri
10.1002/jcph.96,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000328954400001,2013,"Radix Puerariae: An overview of Its Chemistry, Pha"
10.1002/jlb.3ma0320-440rr,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85084498685,2020,Imperatorin and β-sitosterol have synergistic acti
10.1002/jms.1027,1,Scopus,Scopus,Scopus:2-s2.0-33745771523,2006,Characterization of metabolites of tanshinone IIA 
10.1002/jms.3176,1,Scopus,Scopus,Scopus:2-s2.0-84876225534,2013,UFLC-MS/MS method for simultaneous determination o
10.1002/jms.3230,1,Scopus,Scopus,Scopus:2-s2.0-84881095428,2013,A UFLC-MS/MS method with a switching ionization mo
10.1002/jms.3563,1,Scopus,Scopus,Scopus:2-s2.0-84925390843,2015,A UPLC-MS/MS method for simultaneous quantitation 
10.1002/jms.4682,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85097127790,2021,Mass spectrometry in the study of molecular comple
10.1002/jnr.21428,1,Scopus,Scopus,Scopus:2-s2.0-35848966342,2007,Red mold rice ameliorates impairment of memory and
10.1002/jppr.1313,1,Scopus,Scopus,Scopus:2-s2.0-85034215121,2017,Australian community pharmacists’ knowledge of pop
10.1002/jps.23696,1,Scopus,Scopus,Scopus:2-s2.0-84883759426,2013,Enhancement of Oral Bioavailability of E804 by Sel
10.1002/jps.23727,1,Scopus,Scopus,Scopus:2-s2.0-84885850124,2013,The inhibitory effects of the bioactive components
10.1002/jps.24596,1,Scopus,Scopus,Scopus:2-s2.0-84944163734,2015,Pharmacokinetic Profiles of Active Components afte
10.1002/jsfa.13972,1,PubMed,PubMed,PubMed:39435522,2025,The synergistic immunomodulatory activity of Lyciu
10.1002/jsfa.8472,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85026418809,2017,"The synergistic potential of various teas, herbs a"
10.1002/jssc.201100581,1,Scopus,Scopus,Scopus:2-s2.0-81755177723,2011,Tentative identification of new metabolites of epi
10.1002/jssc.201200668,1,Scopus,Scopus,Scopus:2-s2.0-84874980102,2013,"Pharmacokinetics of 2,3,5,4′-tetrahydroxystilbene-"
10.1002/jssc.201201116,1,Scopus,Scopus,Scopus:2-s2.0-84877689815,2013,Plasma pharmacochemistry combined with microdialys
10.1002/jssc.201300474,1,PubMed,PubMed,PubMed:23757179,2013,Screening of aromatase inhibitors in traditional C
10.1002/jssc.201400058,1,Scopus,Scopus,Scopus:2-s2.0-84904760600,2014,Simultaneous quantitation of polygalaxanthone III 
10.1002/jssc.201401384,1,Scopus,Scopus,Scopus:2-s2.0-84928373638,2015,Ultra high performance liquid chromatography with 
10.1002/jssc.201500840,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000367670300009,2015,Separation and simultaneous quantification of nine
10.1002/jssc.201600269,1,Scopus,Scopus,Scopus:2-s2.0-84983009789,2016,Tartaric acid induced conversion of protopanaxadio
10.1002/jssc.201600435,1,WoS,WoS,WoS:WOS:000383361800021,2016,Qualitative screening of absorbed indoloquinazolin
10.1002/jssc.201600606,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-84990857411,2016,Comparative analysis of the main bioactive compone
10.1002/jssc.201601383,1,Scopus,Scopus,Scopus:2-s2.0-85018645503,2017,Simultaneous determination of multiple active comp
10.1002/jssc.201601420,1,Scopus,Scopus,Scopus:2-s2.0-85018553625,2017,Development and validation of a UHPLC–MS/MS method
10.1002/jssc.201700166,1,Scopus,Scopus,Scopus:2-s2.0-85020715696,2017,UHPLC–MS/MS method for the simultaneous quantitati
10.1002/jssc.201700384,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000409436100003,2017,Comparative analysis of main bio-active components
10.1002/jssc.201700423,1,Scopus,Scopus,Scopus:2-s2.0-85029639362,2017,Identification of metabolites in human and rat uri
10.1002/jssc.201700500,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000409434100010,2017,Vortex-ultrasound-assisted dispersive liquid-liqui
10.1002/jssc.201700568,1,Scopus,Scopus,Scopus:2-s2.0-85033231506,2017,High-throughput LC–MS method for the rapid charact
10.1002/jssc.201700665,1,Scopus,Scopus,Scopus:2-s2.0-85029037492,2017,Simultaneous determination of ferulic acid and gas
10.1002/jssc.201700666,1,Scopus,Scopus,Scopus:2-s2.0-85041196328,2018,Systematic study on metabolism and activity evalua
10.1002/jssc.201700777,1,Scopus,Scopus,Scopus:2-s2.0-85041051760,2018,Rapid characterization of the absorbed chemical co
10.1002/jssc.201700981,1,Scopus,Scopus,Scopus:2-s2.0-85043465037,2018,Simultaneous determination and pharmacokinetics st
10.1002/jssc.201800067,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000436111500019,2018,Development of a systematic strategy for the globa
10.1002/jssc.201800470,1,Scopus,Scopus,Scopus:2-s2.0-85052378774,2018,Rapid characterization and identification of the c
10.1002/jssc.201800952,1,WoS,WoS,WoS:WOS:000471322300004,2019,A review on analytical methods for natural berberi
10.1002/jssc.201800960,1,Scopus,Scopus,Scopus:2-s2.0-85057819651,2019,Study on the metabolites of betulinic acid in vivo
10.1002/jssc.201800981,1,Scopus,Scopus,Scopus:2-s2.0-85059534825,2019,Metabolic profiles and pharmacokinetics of Qingre 
10.1002/jssc.201801122,1,Scopus,Scopus,Scopus:2-s2.0-85061059064,2019,Simultaneous detection of four flavonoids and two 
10.1002/jssc.201801161,1,Scopus,Scopus,Scopus:2-s2.0-85063371617,2019,Characterization of chemical constituents and iden
10.1002/jssc.201801204,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-85062343899,2019,Comparative analysis of the main active components
10.1002/jssc.201801237,1,Scopus,Scopus,Scopus:2-s2.0-85062773389,2019,Identification and quantitative investigation of t
10.1002/jssc.201900001,1,Scopus,Scopus,Scopus:2-s2.0-85065167354,2019,Metabolites study on 5-O-methylvisammioside in viv
10.1002/jssc.201900002,1,Scopus,Scopus,Scopus:2-s2.0-85067338926,2019,Comparative pharmacokinetics and metabolites study
10.1002/jssc.201900029,1,Scopus,Scopus,Scopus:2-s2.0-85068412202,2019,Metabolite profiling and quantification of phytoch
10.1002/jssc.201900942,1,Scopus,Scopus,Scopus:2-s2.0-85074028041,2019,Characterization of chemical constituents and abso
10.1002/jssc.201901213,1,Scopus,Scopus,Scopus:2-s2.0-85084758623,2020,Strategies for determining the bioactive ingredien
10.1002/jssc.201901250,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000527844400001,2020,Effect of co-administration of Acori Tatarinowii R
10.1002/jssc.202000291,1,Scopus,Scopus,Scopus:2-s2.0-85085600519,2020,Simultaneous quantification and rat pharmacokineti
10.1002/jssc.202000498,1,Scopus,Scopus,Scopus:2-s2.0-85091732632,2020,Analysis of the active components and metabolites 
10.1002/jssc.202000625,1,Scopus,Scopus,Scopus:2-s2.0-85091781640,2020,Pharmacokinetic comparison of nine bioactive compo
10.1002/jssc.202000689,1,Scopus,Scopus,Scopus:2-s2.0-85092787593,2020,Chemical profiling of Honghua Xiaoyao tablet and s
10.1002/jssc.202000898,1,Scopus,Scopus,Scopus:2-s2.0-85104065655,2021,Identification of the absorbed ingredients and met
10.1002/jssc.202000913,1,Scopus,Scopus,Scopus:2-s2.0-85099397518,2021,A strategy to comprehensively and quickly identify
10.1002/jssc.202001258,1,Scopus,Scopus,Scopus:2-s2.0-85104075202,2021,Poly-pharmacokinetic strategy represented the syne
10.1002/jssc.202100434,1,Scopus,Scopus,Scopus:2-s2.0-85114383640,2021,Liquid chromatography–mass spectrometry in-depth a
10.1002/jssc.202100484,1,Scopus,Scopus,Scopus:2-s2.0-85118513531,2021,Systematic characterization of the absorbed compon
10.1002/jssc.202100582,1,Scopus,Scopus,Scopus:2-s2.0-85120422512,2022,Comparative analysis of absorbed ingredients and m
10.1002/jssc.202100689,1,Scopus,Scopus,Scopus:2-s2.0-85122670566,2022,HPLC-MS/MS based comparative pharmacokinetics of 1
10.1002/jssc.202100841,1,Scopus,Scopus,Scopus:2-s2.0-85126039040,2022,Develop a stepwise integrated method to screen bio
10.1002/jssc.202100982,1,Scopus,Scopus,Scopus:2-s2.0-85135567616,2022,Pharmacokinetics and metabolites of glycosides and
10.1002/jssc.202101019,1,Scopus,Scopus,Scopus:2-s2.0-85129543620,2022,Comparative pharmacokinetics of the main active co
10.1002/jssc.202200097,1,Scopus,Scopus,Scopus:2-s2.0-85137192778,2022,Quality consistency evaluation on three species of
10.1002/jssc.202200336,1,Scopus,Scopus,Scopus:2-s2.0-85135028511,2022,Study on the synergistic and attenuating mechanism
10.1002/jssc.202200370,1,Scopus,Scopus,Scopus:2-s2.0-85135045639,2022,Deciphering the chemical constituents of Shengjian
10.1002/jssc.202200391,1,Scopus,Scopus,Scopus:2-s2.0-85143694070,2022,Global characterization of chemical compounds in S
10.1002/jssc.202200522,1,Scopus,Scopus,Scopus:2-s2.0-85139424485,2022,Characterization of the chemical constituents and 
10.1002/jssc.202200767,1,Scopus,Scopus,Scopus:2-s2.0-85144351968,2023,Chemical profiling and identification of Radix Cud
10.1002/jssc.202200824,1,Scopus,Scopus,Scopus:2-s2.0-85150718352,2023,Identification and quantification of nine compound
10.1002/jssc.202200856,1,Scopus,Scopus,Scopus:2-s2.0-85148465398,2023,Uncovering the effective substances and mechanism 
10.1002/jssc.202200895,1,Scopus,Scopus,Scopus:2-s2.0-85150517501,2023,Comparative pharmacokinetic studies of Ephedra her
10.1002/jssc.202200941,1,Scopus,Scopus,Scopus:2-s2.0-85161958351,2023,Study on the dynamic metabolic characteristic of m
10.1002/jssc.202300282,1,Scopus,Scopus,Scopus:2-s2.0-85174536713,2023,Simultaneous determination and pharmacokinetics st
10.1002/jssc.202300518,1,Scopus,Scopus,Scopus:2-s2.0-85174221722,2023,Comparative pharmacokinetics of four bioactive com
10.1002/jssc.202300677,1,Scopus,Scopus,Scopus:2-s2.0-85177565123,2024,Comparative pharmacokinetics of 11 major bioactive
10.1002/jssc.202300788,1,Scopus,Scopus,Scopus:2-s2.0-85183579911,2024,Metabolic profiles of Fufang Xiling Jiedu capsule 
10.1002/jssc.202300803,1,Scopus,Scopus,Scopus:2-s2.0-85185880551,2024,Pharmacokinetics of four tannin compounds from San
10.1002/jssc.202300867,1,Scopus,Scopus,Scopus:2-s2.0-85192767033,2024,Combination of ultra-performance liquid chromatogr
10.1002/jssc.202300923,3,PubMed;Scopus;WoS,WoS,WoS:WOS:001181911100001,2024,Exploring the effect of Wuzhi capsule on the pharm
10.1002/jssc.202400421,1,Scopus,Scopus,Scopus:2-s2.0-85202657355,2024,A comprehensive strategy of lipidomics and pharmac
10.1002/jssc.70140,2,Scopus;WoS,WoS,WoS:WOS:001466938900001,2025,Simultaneous Determination of Eight Bioactive Comp
10.1002/jssc.70257,1,Scopus,Scopus,Scopus:2-s2.0-105015146687,2025,Metabolite Profiling of Guipi Pill Using UHPLC-Q-O
10.1002/lio2.184,1,Scopus,Scopus,Scopus:2-s2.0-85056282258,2018,Integrative care of the patient with head and neck
10.1002/mas.21589,1,WoS,WoS,WoS:WOS:000481576700003,2019,Novel applications of mass spectrometry-based meta
10.1002/mds.20902,1,Scopus,Scopus,Scopus:2-s2.0-33748374714,2006,Use of nutritional supplements in Parkinson's dise
10.1002/med.21717,1,Scopus,Scopus,Scopus:2-s2.0-85089287409,2020,Therapeutic potential of phenylethanoid glycosides
10.1002/med.21791,1,WoS,WoS,WoS:WOS:000618017000001,2021,Systematic review of pharmacokinetics and potentia
10.1002/minf.201400139,1,Scopus,Scopus,Scopus:2-s2.0-84944172322,2015,Cheminformatics Based Machine Learning Models for 
10.1002/minf.70013,1,Scopus,Scopus,Scopus:2-s2.0-105024385695,2025,Update and ADMET Profile of the Latin American Nat
10.1002/mnfr.200600300,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000258159200003,2008,Clinical assessment of CYP2D6-mediated herb-drug i
10.1002/mnfr.200700072,2,Scopus;WoS,WoS,WoS:WOS:000251006100010,2007,Garlic (Allium sativum L.):: Adverse effects and d
10.1002/mnfr.200700081,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000258159200005,2008,Gauging the clinical significance of P-glycoprotei
10.1002/mnfr.200700098,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000258159200004,2008,Potential interaction of Ginkgo biloba leaf with a
10.1002/mnfr.200700113,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-53249152208,2008,A critical evaluation of drug interactions with Ec
10.1002/mnfr.200700159,3,PubMed;Scopus;WoS,WoS,WoS:WOS:000258159200002,2008,Predicting interactions between conventional medic
10.1002/mnfr.200700454,4,OpenAlex;PubMed;Scopus;WoS,WoS,WoS:WOS:000258159200008,2008,In vivo assessment of herb-drug interactions:: Pos
10.1002/mnfr.201000644,2,PubMed;Scopus,Scopus,Scopus:2-s2.0-79958038182,2011,Adverse effects of concentrated green tea extracts
